SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistName,Duration,KeySignature,Tempo,TimeSignature,Title,Year,SongHotness
6408,SOHPXSL12A8AE47FCB,135640,Zipper Catches Skin,AR1ABAO1187FB531E1,Alice Cooper,209.47546,4,92.685,4,Make That Money (Scrooge's Song) (Album Version),1982,0.485122364
6409,SOWAJLC12A8AE46C42,138469,Dans Ma Radio,ARIN9J01187B98BCC0,Ramses,214.41261,5,76.549,3,Les Rats,0,
6411,SOAZHOK12A8AE46E45,278032,Tu Me Haces Falta,ARL7K851187B99ACD2,Andy Andy,264.46322,4,90.035,5,Vida,0,0.0
6412,SOZPTVU12A6D4F8B4D,70621,Materia,ARMY5XE1187FB38AF3,Novembre,313.3122,1,113.746,4,Reason,2006,0.579416472
6413,SOIRWHR12AAA15FCC6,431431,Live Journeys,ARXOFXG122989009DB,Symbiosis Orchestra,297.35138,6,133.329,5,Live At Fabbricaeuropa_ Florence 1,0,
6414,SODBINY12AB017DAC4,635170,Get Picked Up,ARJ0FG21187B99F7C4,Crazy Girl,357.14567,0,91.967,5,Get Picked Up (Niyi Can't Mix Version 1),0,
6415,SOWVNTY12A8C14508F,525943,The Poems of Elizabeth Bishop and Other Songs,AR4ZLZI1187B9B72D0,Luciana Souza,198.89587,4,64.988,3,Argument,0,
6416,SOACEBF12A8C141362,566002,See Reverse Side For The Title,AR5ZI3K1187FB38BE0,Jim Kweskin_ The Jug Band,236.79955,7,87.461,1,Viola Lee,0,
6417,SOUHWIX12AB0189BB8,708323,The Sound Of Music,ARFTMGO1187B9A777A,Percy Faith,151.09179,0,127.853,1,Do Re Mi,0,
6418,SOIHVRS12AC468AC2E,605134,1942-1952 Jimmy Wakely,ARQGYP71187FB44566,Jimmy Wakely,139.04934,5,187.44,3,Standing Outside of Heaven,0,
6419,SOAEGMV12A8C1455F2,525626,Voyeur,ARYBGMF1187FB4D82C,Berlin,255.32036,11,104.04,4,Blink Of An Eye (Alternative),2002,0.270775999
6420,SOBZCAE12AB017F002,328151,Imperial Hearts,ARRVIZY1187FB41246,California Oranges,198.42567,2,128.005,1,Travel Writer,0,0.0
6423,SOEXTFN12AB0188B18,672005,Sleepy F%#&in' D,AR77MEJ1187B98F8CA,Sleepy D,251.08853,7,192.068,4,Sleepy F%#&in' D,0,
6424,SOOYAUK12AB01889B8,461028,Here is Fabulous Eddie Cano,ARODP5P1187FB40142,Eddie Cano,182.49098,3,98.501,1,Teach Me Tonight (Album Version),0,
6425,SONIWYZ12A58A7CB59,62754,Retrospective,AR7TTCH1187FB3F95C,Leon Russell,218.51383,9,158.754,4,Out In The Woods,1976,0.702259767
6426,SOGXWAU12A8C13BDB7,254710,White African,ARSRFOY1187B9917DA,Otis Taylor,301.87057,0,84.56,7,Hungry People,2001,0.542084763
6428,SOFJNFW12AB0181B90,621263,22 (Vingt Deux),ARKZJ301187FB521B2,Lily Allen Featuring Ours,189.20444,10,130.939,4,22 (Vingt Deux) (Feat. Ours),2009,
6429,SOMVDFN12A58A7CE36,608835,The Man Machine (2009 Digital Remaster),AR1ZKBE1187FB53629,Kraftwerk,332.14649,5,89.346,4,The Man Machine (2009 Digital Remaster),0,0.368413733
6430,SOITKGP12A58A75D98,646216,Strictly The Best Vol. 40,ARON0YP1187FB4B465,Fiona,297.42975,11,170.238,4,Since I've Been Loving You,0,0.375984302
6431,SONPYCF12AB01837AF,799246,Heavy Soul,ARG4KW31187FB51B7C,Atomic Rooster,269.71383,0,143.137,4,The Rock,1971,0.750701198
6432,SOTRBNH12A8C1437CA,474494,Don't Be Afraid,ARGY9FW1187B991C7D,Information Society,512.78322,11,95.002,4,Empty,1997,0.265861049
6433,SOFYGSX12A8C144D43,375651,The Complete Hi Recordings of Charlie Rich,AR0B1CH1187FB3A824,Charlie Rich,174.18404,0,93.03,4,Cold_ Cold Heart,0,0.0
6435,SOGRWLL12A6D4F9ECF,225610,Staying on the Watch,ARDD9UN1187B98D3A7,Sonny Simmons,699.03628,1,100.53,3,Metamorphosis,0,
6436,SOECXXF12AB0180834,506581,Laughter At Dawn,ARWGIOC1187FB4CBEF,Jim Chappell,296.12363,2,69.147,4,Moonlight Boy,0,0.594483379
6438,SOULTKQ12AB018A183,803358,B.o.B Presents: The Adventures of Bobby Ray,ARKQQZA12086C116FC,B.o.B,269.63546,10,104.038,4,Nothin' On You [feat. Bruno Mars] (Album Version),2010,1.0
6439,SOIABUP12AAF3B55F2,322542,Magique,ARZBYDY1187FB46DD7,Cali,90.33098,0,75.25,4,Betty Et Tommy (Instrumental),0,0.0
6440,SOTSCLM12AF72A097D,310448,FutureSex/LoveSounds,ARWK5QH1187B9A9B7F,Justin Timberlake,238.602,9,100.012,4,Sexy Ladies,2006,
6441,SOQJPYF12AF72AA8E2,391562,Riot Act,ARFVYJI1187B9B8E13,Pearl Jam,268.69506,10,94.916,4,You Are,2002,0.758095181
6443,SOHKNPJ12A81C2107E,276801,14 Megala Tragoudia - Angela Dimitriou,AR4OHL91187B9B2EB9,Angela Dimitriou,177.3971,4,132.076,4,Fotia Sta Savvatovrada (Live),0,
6444,SOTRJTA12AB0180A36,357544,EMI Years,ARWIN9D1187B98E544,Jason & The Scorchers,227.49995,2,176.269,1,19th Nervous Breakdown,1998,
6445,SOBACYS12A8C13D6A4,262524,Future Development,ARV4KO21187FB38008,Del The Funky Homosapien,316.60363,6,83.646,4,Why You Wanna Get Funky...,1998,0.636287224
6446,SOVQPMO12A6D4F8B8E,56247,Made In Italy,ARQVLQJ1187B98F11F,Mau Mau,233.40363,7,195.874,3,Balon Combo,1994,0.265861049
6447,SOVLXGX12AB0186244,414896,Stax: The Soul Of Hip-Hop,AR7AOEJ1187FB3D279,Little Milton,278.30812,7,141.609,4,Packed Up And Took My Mind,1975,
6448,SOKSJHK12A6D4F7DF6,26379,Bush Doctor,ARW0Z9V1187B9A0699,Peter Tosh,371.1473,9,146.644,4,Stand Firm (2002 Digital Remaster),1978,
6449,SOHCMZK12A6D4F8933,56715,Speaking In Tongues [w/Bonus Tracks & Interactive Booklet],ARROQSO1187B9AEB80,Talking Heads,348.78649,10,116.125,4,Two Note Swivel (Unfinished Outtake),2005,0.629476733
6450,SOKAWOJ12AB018192A,645968,Nerosubianco Original Soundtrack,AR08YJF1187B9B2D59,The Freedom,189.3873,2,139.103,4,We Say No,0,
6451,SOUGFKW12A8C136C62,146318,Riddim Driven: Dreaming,ARNWCYY11F4C83DDBE,Movado,182.07302,7,184.012,4,Dreaming,0,
6452,SOMFTLI12AB018BC0A,751218,20 Mejores Rumbas Vol.1,AR5OHUU1187FB55B10,Varios Artistas de Rumba,171.88526,6,113.862,4,Don Toribio,0,
6453,SOQIYTK12AB0189CCF,560372,Misanthropy Pure,AR8HQBB1187B99F7BB,Shai Hulud,188.29016,2,136.331,4,We Who Finish Last,2008,0.693655624
6454,SOUEUYT12A58A7DB62,748638,Greatest Hits 2001-2009: Deluxe Edition,ARNQAVF11F4C844C04,Despina Vandi,253.07383,10,130.022,4,Gia,0,0.706714939
6455,SOGZVEM12A8C141494,238761,Canada Songs,ARMEYJD1187B9A4522,Daughters,64.9922,8,143.251,1,Jones From Indiana,2003,
6456,SOBMXRG12A6D4F9517,29046,Mamouna,ARIZODP1187B9AD272,Bryan Ferry,247.11791,3,119.897,1,Don't Want To Know (1999 Digital Remaster),1994,0.487112195
6458,SOZCARG12A6D4F74D1,28023,No Name Face,ARUTEVU1187B9ACAF9,Lifehouse,360.95955,8,141.78,4,Simon,2000,0.664556227
6459,SORIGHO12AB0184BED,575413,Warp20 (Recreated),ARIMJFK1187FB4ED3E,Luke Vibert,347.8722,8,65.658,1,LFO [Original by LFO],0,0.556835556
6460,SOIKAUS12AB018AD93,517848,River of Gold,AR00LNI1187FB444A5,Bruce BecVar,257.93261,9,135.929,4,Your Heart Can Sing,0,0.229144104
6461,SOBWYCD12A8C13B45D,215919,Communication,AROQWIB11F4C83E5DC,Mario Piu,430.54975,7,137.981,4,Communication,0,
6462,SOJTITX12AB0183525,369461,I Got To Find Me A Woman,AR63RWN1187FB3E89A,Robert Lockwood_ Jr.,274.70322,2,90.64,1,Feel Like Blowing My Horn,1998,0.253834736
6463,SOIXCUV12AB017F48C,542446,Home Town Hero,ARWADDH1187B98FDBB,Home Town Hero,206.88934,8,161.991,4,Twelve Ounce (Album Version),2002,0.253834736
6464,SOQSEFW12AB0189888,714369,Monster Zero,ARM8EYV1187B9B144D,Misty Roses,290.7424,8,105.046,4,Innsmouth Jewelry,0,0.193711018
6465,SOQMKZB12A8C134A5A,288454,Tears,AR051KA1187B98B2FF,Wilks,274.05016,1,89.99,4,People with honour,0,
6466,SODSFMM12AAF3B4962,382324,Little Of The Past,ARVQV7Q1187FB59C5D,Little Angels,229.01506,0,85.163,4,The First Cut Is The Deepest,1999,0.0
6467,SOSOSQO12A8C13A23A,265739,The Crowning Of Prince Jammy,ARJDMBO1187B9AD118,Johnny Osbourne,226.69016,1,128.532,4,Mr. Marshall,0,0.327736683
6468,SOSDZBN12AB01815C3,540308,You Break It...You Bought It!,ARI648V1187B9B5379,Michael Stanley Band,257.61914,5,167.336,4,Where Have All The Clowns Gone,1975,0.0
6469,SOHDQDZ12A6D4F86E2,43305,House Of Dark Shadows and Night Of Dark Shadows,ARPNJUD122BCFCB9B4,Dark Shadows,116.6624,7,130.557,1,Love Theme From Night Of Dark Shadows (unused Version),0,
6470,SOEWVBB12A8C135AE7,291797,Live At The Metro,ARPKK761187FB4D53C,The Ataris,199.26159,2,199.028,4,so long_ astoria,2004,
6471,SOCKIPJ12A67FFB378,68737,Red Gone Wild,ARXWAQQ1187B9AE954,Redman,209.84118,1,98.401,4,Suicide,2007,0.599875581
6472,SOQLJFO12A6D4F7503,30962,Blood Sugar Sex Magik,ARE8GLF1187FB52532,Red Hot Chili Peppers,193.43628,9,134.221,4,The Greeting Song (Album Version),1991,0.7015192
6473,SOEWOEU12A8C138FB1,293864,At Last...The Duets Album,AR9AWNF1187B9AB0B4,Kenny G Featuring Brian McKnight,232.25424,10,149.979,4,Careless Whisper,0,0.559472776
6474,SOVXTGT12A58A78B8D,640908,Graffiti,ARXOTQH1187FB57084,Chris Brown,219.21914,5,105.98,4,Famous Girl,0,0.652619551
6475,SOOJGRF12AB0184D20,662316,Comedy Ping-Pong,ARKQADX1269FCD155B,Rocky Whatule,197.642,5,97.875,4,Retarded Army,0,0.0
6476,SOCZOGJ12A6701C3F3,8670,Matrix Revolutions: The Motion Picture Soundtrack,ARKF8XU1187B9A990A,Don Davis,255.32036,10,138.494,3,Trinity Definitely (Album Version),0,
6477,SORXDPO12AB01861CB,370554,Dark Island,ARDOZIV11F4C83DD59,Maria Forde,175.5424,4,94.753,4,To Your Door,0,
6478,SOONZSD12AAF3B5127,548298,Meteor Rain,ARXNDB61187B9B2208,Ken Chu,224.78322,6,110.078,4,Ai Bu Hui Yi Zhi Deng Ni,0,
6479,SOIRCWN12A6D4FC58D,59773,Contagious,ARGQANQ11F50C4769E,Y&T,201.74322,3,123.788,4,Contagious,1987,0.666532379
6480,SOXVOIG12A8C13D07D,303281,The Best Of,AR0QT3O1187FB56860,Ronnie Drew,195.00363,9,117.141,4,Seven Drunken Nights,0,0.338326641
6481,SOKWHHK12AB01895AA,713194,Everything_ I Bet You,ARSWORN1187B991A7B,The Honeydogs,221.07383,11,117.003,4,Kandiyohi,0,0.0
6482,SOWZWPJ12A58A7918F,389998,No Limits,ARMP9P61187B9B04B3,Marco Rima,362.9971,9,187.511,4,Der Kleine Idiot,0,0.0
6483,SOUXEOI12A6D4FB18E,65619,Mecca And The Soul Brother,AR9OMFE1187FB3BB54,Pete Rock & C.L. Smooth,286.69342,1,101.779,4,They Reminisce Over You (Single Version),1992,0.932274163
6484,SOKAAAY12AB0186459,451998,The Texas Ranger Project,AR4L5ZC1187FB450A4,Bescenta,231.91465,1,76.014,1,Why,0,
6486,SOMMXAD12A58A76FBF,138515,In The Wake Of Determination,ARF6ZTO1187FB3684F,Story Of The Year,145.3971,10,209.695,4,Meathead (Album Version) (Non-PA),2005,0.624180159
6487,SOODUWF12AB017A0B8,386453,Back 2 Tha Clap,AROI2SN1187B98E9FD,Kokane,208.03873,0,94.854,4,Straight Coats,0,0.212045405
6489,SOFKVJV12A6D4F8F4B,47334,The World We Knew,ARPPURC1187B990FB7,Bert Kaempfert And His Orchestra,132.5971,10,88.47,4,Talk,0,0.0
6490,SOYSLBQ12A8C143F44,612251,Purity Accuracy,ARB336A1187B9A4583,MC5,351.60771,8,125.848,3,It's A Man's World (Live_ Saginaw Civic Centre_ 1 January 1970),0,
6491,SOKHLQD12A58A767FA,571789,Vo Slavu Velikim,ARV1RMI1187FB48F94,Arkona,310.33424,2,150.068,4,Skvoz' Tuman Vekov,0,0.623622454
6492,SOROOOR12AB018572F,804150,Kurbads,ARFN3YG1187B9AD9F1,Skyforger,252.81261,7,100.138,4,In the Underworld,2010,0.535106025
6493,SOPBJWH12B0B809492,15755,The Best Of Extreme (An Accidental Collication Of Atoms),AR5J8XN1187B9B712E,Extreme,364.38159,8,87.337,4,Stop The World,0,0.665930147
6496,SOGRTDQ12A6D4FBBAA,65428,1970: The Complete Fun House Sessions,ARLR9U31187B9A71AD,The Stooges,211.35628,11,126.641,4,Down On The Street (False Start Take 2),0,
6497,SOBUDEU12AB018431E,392422,Grande,ARFFR931187B98F51F,Mother Superior,169.63873,1,145.48,4,Get that Girl (Remix),2008,0.265861049
6498,SOPOWJI12A8C14159F,170018,Reaching For The Best,ARH8VT91187FB49CA2,The Exciters,194.53342,5,137.237,4,Reaching For The Best,1994,0.676281395
6499,SOLYOES12A8C1332E6,241191,Early Rythms,AR78WG01187B98E404,Johnny Pacheco,183.03955,0,117.125,4,Mi Musica Es Para Ti,0,0.582918458
6500,SORBTDC12A6D4F4F6B,80847,I've Got The World On A String,ARS7WBX1187B98CA38,Buffalo Nickel Band,200.25424,7,163.759,4,Palm Springs Jump,0,0.19065616
6501,SORTSWB12A58A7DCA3,575356,These Words (I Love You_ I Love You),ARBAW9R1187B98FB6B,Natasha Bedingfield,377.25995,8,97.325,4,These Words,2004,
6502,SOYWMGK12A8C13D279,133624,Puritanical Euphoric Misanthropia,ARLSF8H1187B9A76B0,Dimmu Borgir,313.88689,1,186.848,4,Sympozium,2001,
6503,SOJCZJK12AC468BDA7,607954,Tha Throwback,AR3DCWS1187B9A4416,Cartel,177.3971,8,154.076,4,Fool,0,
6504,SOMUZUT12A58A7A330,661422,The Crash Of '47,ARSO8M21187B99C7EE,Atomship,296.04526,0,136.129,4,Whitfield,2004,0.666303015
6505,SOFKKHD12AB0183B47,342587,Modern Times,AR1WC0X1187B991056,Jefferson Starship,240.3522,9,189.735,4,Stairway To Cleveland,1981,0.327736683
6506,SOJRXHM12A8C13D93E,307847,Love Songs,AR0AVIB1187FB37D01,Regina Belle,307.22567,7,92.643,4,Quiet Time,1993,
6507,SOICCOL12A81C22510,264846,Transcendence into the peripheral,AR7ZWJK1187FB55EC2,Disembowelment,460.56444,3,79.952,7,Your Prophetic Throne Of Ivory,1993,0.576300659
6508,SOLGKUS12A8C1436EE,430097,Spongebob Squarepants - The Yellow Album,ARJS05S1187FB58F3A,Spongebob Squarepants,76.82567,9,122.887,4,Ripped Pants,2005,0.615614234
6509,SOCIJMZ12AB0185989,420095,Never Give Up,ARPAH7U1187B9A308F,Fred Locks,243.43465,7,161.895,4,Don't Wait For Me,0,
6510,SODIUET12A8C144375,377013,The First Take Is The Deepest - Previously Unissued Alternate Versions From The Vaults Of Ace MS.,ARG1FA61187B994921,Bobby Marchan,156.23791,5,79.531,1,It Hurts Me To My Heart,0,
6511,SOUDHVE12AB01828C2,633510,We Are One Remixes,AR71WYS1187FB5170D,Kelly Sweet,504.92036,1,135.015,4,We Are One,2007,0.253999077
6512,SOCVJTJ12A58A80CFA,245319,Mozart: Requiem KV 626 - Version For String Quartet by Peter Lichtenthal,ARMCYCP11F4C83ED97,Kuijken Kwartet,184.86812,0,64.905,1,Introitus: Requiem: Agnus Dei,0,0.323112121
6513,SOGEMNI12A8C13A780,295046,Super Hits,ARZL6CE1187FB3F264,Mindy McCready,192.62649,0,165.763,4,Guys Do It All The Time,1996,0.729612115
6514,SOGUFFP12A8C13FE41,310374,Purified Sampler,AR2O3B51187B98CD94,Cece Winans,103.65342,7,85.199,4,Mamma's Kitchen,0,0.419674279
6515,SOKMQOO12A8C136C82,302123,Original Album Classics,ARLCQZN1187B9AF634,Patti Smith Group,284.21179,9,76.814,3,Wave,1979,
6516,SOPGUKP12A6D4FCE37,226131,Callin' Out Remix 12,AR0JPOG1187FB37383,Lyrics Born,209.73669,1,104.492,3,Do That There (Album Instrumental),0,
6517,SOKSRRN12A8C135415,286010,The Platinum Collection,ARGNGRI11E2835D567,Tam Tam Go!,223.97342,4,118.041,5,Better Ways,1990,
6518,SOKHGCN12A8C13CFFE,166506,I'm Gonna Lasso Santa Claus,ARRYZAA11F4C83B663,Maddox Brothers and Rose,145.162,2,99.6,4,Jingle Bells,0,0.408110884
6519,SOLFOLX12A8C1443AB,611773,Strange Kicks,ARE13NK1187FB4CF92,Alternative TV,180.63628,11,136.69,4,Dub In Bed,1981,
6520,SORTAIB12AF729F4FC,367177,Meet Me in the City,ARRM70G1187B9A7F64,Junior Kimbrough,355.68281,0,168.814,4,All Night Long,1999,
6521,SOCFRRJ12A8C135707,569755,Day Trip/Tokyo Day Trip,AR1CD5Z1187B98F2C2,Pat Metheny,711.70567,7,108.407,3,Traveling Fast,2008,0.386790177
6522,SOKKPPQ12AB018681D,506581,Laughter At Dawn,ARWGIOC1187FB4CBEF,Jim Chappell,241.8673,9,88.479,3,First Kiss,0,0.473346541
6523,SOJFBKG12AB017E36F,533246,An American Storyteller,ARJSPFM1241B9CD859,Big Jay Oakerson,172.5122,8,122.757,1,It's All In How You Look At It,2009,
6524,SOMVGXD12A3F1EA10C,615062,Kix,AR3SEQM1187B98E9E8,Kix,191.13751,1,162.944,4,Contrary Mary  (LP Version),0,0.239629098
6525,SOUTNFH12A6D4FC642,60046,Patchwork,ARQXAUH1187B9BA010,Bobbie Gentry,261.09342,7,141.052,4,Miss Clara/Azusa Sue,0,0.251902189
6526,SOHBOGO12A8C13B8F8,109210,Believe In Me,AR219DK1187FB4CEFC,ATB,479.76444,11,129.993,4,Believe In Me (Clubb Mix),2005,0.576002203
6527,SOLRAOA12A8C14067C,304110,Miyela Africa,ARW1DZQ1187B9A18E0,Vusi Mahlasela,297.56036,0,77.39,3,Miyela Afrika,0,0.0
6528,SOVMULC12A670215AE,7133,The Best Of Both Worlds,ARNLO5S1187B9B80CC,Van Halen,101.45914,3,96.714,5,Eruption (Remastered Album Version),0,0.524822258
6529,SOQCRRU12AF72A4AD2,579650,Anthems For The Imperfect,ARQ0BZY1187B99F093,Everyday Sunday,160.46975,1,194.107,4,Comfort Zone,2004,0.355285536
6530,SOVDSBD12A8C13DF47,114949,Live Free Or Die Hard,AR9YV621187B99373E,Marco Beltrami,91.37587,11,119.729,4,Dead Hackers,2007,0.405115722
6531,SOBEGZR12AB0182008,467049,Ed Bruce (A.K.A Edwin Bruce) Selected Hits,AROBI4X1187B99550D,Ed Bruce,165.25016,9,103.431,1,Ruby Don't Take Your Love To Town,0,0.0
6532,SOOWTAM12A8C14216F,316262,Mt. Wilson Repeater,ARZYFWI11F4C84225B,Mt. Wilson Repeater,299.88526,7,99.87,4,The Conversation,0,0.0
6533,SOLQWHJ12A8C135A13,200895,Metro: Greatest Hits,ARYBGMF1187FB4D82C,Berlin,231.18322,11,131.989,4,Now It's My Turn (Aqualite Mix),2004,0.215080319
6534,SOQKUXE12A8C139BE8,300080,Ich bin jung und brauche das Geld,ARI6CSW1187B9AF09A,Eko Fresh feat. G-Style,266.57914,6,93.203,4,Ich bin jung und brauche das Geld,2003,0.270775999
6536,SOIUOAU12A8C13EBC3,309494,The Complete Limelight Session,ARUJZFJ1187B9B135F,Shania Twain,223.00689,9,113.846,4,Two Hearts One Love,1999,0.457447167
6537,SOVBJGB12AB01802A5,345588,The Gentle Touch,AR9JLBU1187B9AAEC4,Danny Williams,249.93914,3,143.869,4,The Rainbow Bridge,0,0.2391456
6538,SORSEIY12AB01827CD,501807,Research & Development,ARJB8BM1187FB5CBEC,Intex Systems,131.13424,11,45.514,1,Vapour Fragments,2006,
6539,SOIQLBT12AC4686F5E,732399,Alle Tre [2 Cd],ARSDFYB11F50C4F736,Cutting Edge,336.77016,5,145.077,4,Slangen I Paradis,0,
6542,SOCUMWJ12A58A77ED5,473726,Cross Country,ARN1J741187B99EFB9,Cross Country,168.77669,9,129.169,4,A Fall Song,2009,0.212045405
6543,SOLLOSO12AB0184A7A,588222,Anywhere But Home (Live),ARVXU2X1187B9AE6D8,Evanescence,255.13751,2,87.522,4,Missing (Live in Europe),0,0.732895806
6544,SOHMDWX12A6D4F778A,24441,20 Favorites,ARHT0B11187B993CB3,Eddy Raven,223.26812,7,119.657,4,Angel Fire,0,0.0
6545,SOTSZWM12A6D4FC559,126095,The Chameleon Funk Sessions,ARJASH411C8A42B443,Mocambo Allstars,231.81016,0,116.484,4,Brampton Boogaloo,0,0.0
6546,SOMBMFL12AB018641C,670951,Inner-Cept,ARVMZFK11F50C4A0D2,Tunsi,235.78077,2,90.216,4,Standin In,0,
6547,SODBKLI12AB01846B6,602256,Everybody is Someone,AR0ZBRM1187FB54F5E,Dala,240.27383,9,121.967,4,Alive,2009,0.610457375
6548,SONFRWI12AC3DF99FA,776252,Legendary,ARNAIMI1187FB5733C,Rick Ross,105.69098,8,125.804,4,Single Again (Remix),0,0.355285536
6549,SORZJUY12AB018BFB9,806525,Sea Cruise,ARYV1OT1187B9B4C8E,Commander Cody & His Lost Planet Airmen,162.45506,9,182.918,7,Sister Sue,1973,
6550,SOUVCGM12AB0185A29,571520,Cry,ARVNGA71187FB3C107,Faith Hill,231.44444,7,87.003,4,Unsaveable (Album Version),2002,0.524822258
6551,SOYQXAU12A8C135A75,151698,Before The Dawn Heals Us,ARB6OGR1187FB4D43D,M83,116.45342,9,110.182,4,Let Men Burn Stars,2005,0.789583417
6552,SORXWBT12AF729EE75,609810,Butt Rockin,ARBFDJW1187B9AD27A,The Fabulous Thunderbirds,196.44036,1,115.476,3,Mathilda,1981,
6553,SOYNMUG12AB017FB36,455287,If You Love These Blues_ Play'em As You Please,ARFONSP11F50C4D175,Michael Bloomfield,148.24444,4,87.644,4,I Am A Pilgrim,0,0.229144104
6554,SOTTMUI12A8C137CC2,148686,Ginekologies,AR4CL6I11C8A4158B4,Imiskoubria,246.54322,2,93.003,4,Ine Mono Ekloges,0,
6555,SOOAISV12A8C143ACA,612611,The Best of Rodney O and Joe Cooley,ARDQO721187FB3C6D9,Rodney O_ Joe Cooley,222.27546,7,94.513,4,DJ's & MC's,0,0.0
6556,SOCUXEW12A58A7CA5B,282042,The Art Of Rebellion,ARNDB1X1187B990AA0,Suicidal Tendencies,312.55465,11,130.345,4,Monopoly On Sorrow,1992,0.70450408
6557,SOUUMMY12A8C13A529,212459,En Directo Desde America,ARABTW91187FB3A73B,David Summers,255.39873,7,160.828,4,Te Necesito,0,0.334706549
6558,SOICUVH12A58A76E9C,602374,Texas Hold'em,ARY1K701187B9A43A9,Joe McBride,262.76526,2,99.99,4,All In,2005,
6559,SONZMIX12A6D4F568C,85223,Sikhi Khandiyon Tikhi,AR1NRA91187FB404C3,Jazzy B,342.96118,10,163.855,4,Das Guru,0,
6560,SOHSAOT12AB018558E,500309,Alles Klar,ARQAXT91187B99103A,UKW,215.562,7,89.593,4,I Will (Patitu),0,0.0
6561,SOKYQQO12AB0185083,635585,Nuyol,AR6KK741187B98C9E9,Roy Brown,276.97587,11,51.477,1,Ohe Nene,0,
6562,SOXWZRB12A67ADAF43,16743,Saosin EP,ARGO67V1187B9968D2,Saosin,254.27546,6,125.062,4,Bury Your Head (Acoustic),2005,0.596571198
6564,SOJWGSK12A6D4F6FC4,34555,Lonesome Picker Rides Again,ARYVJYT1187FB484D7,John Stewart,169.79546,9,80.169,4,Wild Horse Road  (LP Version),0,0.0
6565,SOLIDWN12A8C1411A5,248385,Step Up,ARDK87R1187B98D51C,Flamin' Groovies,199.49669,7,159.337,4,Step Up,1991,0.248418733
6566,SOREMQU12AB017D2DC,335846,Movie Soundtrack,AROF4LP1187FB41C51,Selena,222.11873,7,123.759,4,Disco Medley (Live At Houston Astrodome),0,0.0
6567,SOEZSEO12AAF3B3B5F,482473,Knowin' You're Around,ARUTS6Y1187FB5BDAB,Twila Paris,235.65016,3,135.421,4,I'll See You Sunday,1980,
6568,SOKHRQI12A8C13F53E,64782,Come Home With Me,ARMB95F1187B9B5B93,Cam'Ron / Juelz Santana / Jimmy Jones,301.50485,6,163.57,4,Come Home With Me,2002,0.499445835
6569,SOAVZWL12AB01815B3,395418,At The Crossroads: The Blues of Robert Johnson,AR5U94U1187FB5CDCF,John Hammond,262.16444,9,204.255,7,Preaching Blues (Up Jumped The Devil) (1978 Version),0,0.250732375
6570,SODVOGB12A58A7C5B7,294868,Live,ARPDVPJ1187B9ADBE9,Usher,212.61016,8,209.056,4,Pianolude,1999,
6571,SOVYUTS12AC4688BF4,686408,Irie Reggae,AR3TITY1187B99E790,Dwayne_ Gyptian,245.52444,10,137.89,4,Rudeboy Shuffling,0,0.436751763
6572,SOBBKJX12A8C145CEB,527354,Platinum & Gold Collection,ARZL6CE1187FB3F264,Mindy McCready,240.69179,2,124.218,4,You'll Never Know,1997,0.655953232
6573,SOFBDMA12A8C13CCAF,215741,The emFire Collection: Mixed_ Unmixed & Remixed,ARO41T51187FB397AB,Sasha,733.88363,6,126.036,4,Who Killed Sparky?,0,
6574,SOALJQJ12AB0183D02,799784,Punisher (Remixes),AROJ4RQ1187FB50102,Pinch,337.91955,1,97.343,5,Punisher (Loefah's SE25 Remix),0,
6575,SOMFIFG12AB018D4AD,677363,Catching Zinc,ARWQ2Y71187FB504C0,Perpetual Loop,386.97751,10,189.972,4,Release,0,0.0
6576,SOJIOBS12AB017F545,536523,Donde Estas Corazon,ARXTM8U1187B99F200,Pablo Montero,169.82159,10,97.874,4,Amor Bonito,0,0.236216279
6578,SOCTKZS12A58A7C5E6,249472,Truck Driver,ARD7TVE1187B99BFB1,Casual,270.78485,4,83.979,4,Let Me,0,0.0
6579,SOGJTUB12AB017FA85,799234,The Full Album,AR8H5LL1187B9AC8F0,Bikini Machine,280.76363,9,109.402,5,The Race,2009,0.0
6580,SOOCQDX12AB0183B9E,535776,King Kong,ARJRF841187B9B7F9A,Max Steiner,145.84118,4,202.496,1,The Scarifice Ceremony,1993,
6582,SOQDNNN12AB018414A,409333,Fight My Battle For Me,ARN4IYF1187FB49D76,Pagan Wanderer Lu,297.66485,4,87.999,4,Ten Cities Is Not A European Tour,0,0.212045405
6584,SONNQPW12A6D4FAB57,226246,Cuerpo A Cuerpo,ARRJFJ31187B9961EF,Sergio Dalma,253.59628,11,164.024,4,Un Cachito De Ti,1995,0.265861049
6585,SOECRTE12A8C14296D,428521,Approaching Normal,ARDQ62L1187FB56FF0,Blue October,223.29424,11,116.896,4,Blue Skies,2009,0.779756966
6587,SOGXSWA12A6D4FBC99,186933,Lupe Fiasco's The Cool,ARPFHN61187FB575F6,Lupe Fiasco feat. Matthew Santos,213.34159,2,140.046,4,Fighters (feat. Matthew Santos) (Amended Album Version),0,0.664151703
6588,SONXFRI12AB018726F,796774,Look At Yourself,AR87K371187FB5AA8E,Uriah Heep,252.9171,5,143.14,4,What Should Be Done,1971,0.561469137
6589,SOEZSOC12A58A7C152,226687,Hey! They're Just Jokes!,ARJ6WGW1187B9913EB,Willie Barcena,146.59873,1,116.784,1,Military Man,0,0.0
